opportunity_id,lead_id,pipeline_stage,deal_value_usd,probability_percent,aging_days,expected_close_date,assigned_rep,lost_reason
O00350,L00940,Proposal Submitted,61826,73.0,35,2026-01-21,Rahul Mehta,
O00351,L04494,Discovery Call,107906,51.0,47,2026-01-14,Karan Desai,
O00352,L01173,Technical Consultation,42549,44.0,42,2026-08-08,Karan Desai,
O00353,L04783,Negotiation,11652,35.0,38,2026-05-22,Karan Desai,
O00354,L04081,Inbound Lead,108883,,58,2026-08-03,Priya Shah,
O00355,L00673,Closed Lost,137792,0.0,24,2025-11-20,Rahul Mehta,Delayed Initiative
O00356,L04132,Technical Consultation,66951,92.0,52,2025-11-18,Karan Desai,
O00357,L03826,Discovery Call,41870,29.0,2,2026-01-21,Neha Joshi,
O00358,L00466,Negotiation,442041,28.0,16,2026-04-09,Priya Shah,
O00359,L00934,Closed Won,112898,100.0,1,2026-06-27,Priya Shah,
O00360,L02809,Negotiation,414095,72.0,29,2026-04-07,Priya Shah,
O00361,L01871,Negotiation,273480,58.0,34,2026-03-13,Rahul Mehta,
O00362,L04556,Discovery Call,333712,75.0,37,2026-04-04,Neha Joshi,
O00363,L03788,Negotiation,174098,58.0,36,2026-01-28,Neha Joshi,
O00364,L02197,Solution Discussion,20585,62.0,16,2025-12-03,Rahul Mehta,
O00365,L00172,Won,88295,100.0,31,2026-02-18,Rahul Mehta,
O00366,L02874,Tech Call,77464,49.0,5,2026-08-09,Amit Patel,
O00367,L02228,Tech Call,32167,31.0,62,2026-05-23,Neha Joshi,
O00368,L00633,Discovery Call,188807,58.0,28,2026-04-27,Neha Joshi,
O00369,L00530,Lost,45424,0.0,25,2026-06-19,Karan Desai,
O00370,L02452,Negotiation,494548,36.0,66,2025-11-29,Karan Desai,
O00371,L04377,Tech Call,279184,62.0,10,2026-09-01,Priya Shah,
O00372,L02609,Tech Call,125415,,12,2026-02-15,Rahul Mehta,
O00373,L00995,Discovery Call,45772,30.0,13,2026-06-29,Karan Desai,
O00374,L01001,Closed Won,111580,100.0,33,2026-06-02,Karan Desai,
O00375,L03941,Discovery Call,73658,47.0,43,2026-07-24,Neha Joshi,
O00376,L02365,Tech Call,346135,13.0,49,2026-04-04,Priya Shah,
O00377,L01382,Proposal Shared,50663,46.0,86,2026-05-04,Amit Patel,
O00378,L03199,Solution Discussion,101393,58.0,1,2025-11-25,Neha Joshi,
O00379,L00655,Closed Won,101247,100.0,47,2026-07-20,Karan Desai,
O00380,L04889,Discovery Call,123101,34.0,23,2026-05-13,Amit Patel,
O00381,L01074,Technical Consultation,112936,55.0,23,2026-07-26,Amit Patel,
O00382,L01163,Technical Consultation,129603,37.0,22,2026-06-17,Karan Desai,
O00383,L03637,Negotiation,100388,66.0,16,2026-03-03,Priya Shah,
O00384,L02542,Inbound Lead,164627,45.0,68,2026-08-03,Karan Desai,
O00385,L00234,Negotiation,49674,74.0,51,2026-05-15,Priya Shah,
O00386,L02431,Proposal Submitted,206104,62.0,35,2025-11-17,Karan Desai,
O00387,L04991,Negotiation,452071,30.0,62,2026-01-11,Rahul Mehta,
O00388,L00671,Discovery Call,136971,58.0,4,2026-01-13,Priya Shah,
O00389,L04703,Proposal Sent,139284,56.0,8,2026-02-20,Amit Patel,
O00390,L01364,Lost,451617,0.0,1,2026-01-27,Karan Desai,
O00391,L04292,Negotiation,37882,37.0,21,2026-01-18,Amit Patel,
O00392,L02696,Lost,135818,0.0,38,2026-01-22,Amit Patel,Budget Constraints
O00393,L04108,Discovery Call,193719,48.0,37,2026-02-03,Karan Desai,
O00394,L01792,Proposal Submitted,46540,59.0,37,2025-11-27,Priya Shah,
O00395,L04897,Discovery Call,42124,42.0,6,2026-01-08,Rahul Mehta,
O00396,L00246,Discovery Call,282322,50.0,51,2026-05-03,Priya Shah,
O00397,L04585,Proposal Sent,349566,45.0,39,2025-11-22,Karan Desai,
O00398,L00945,Discovery Call,23159,84.0,49,2026-02-03,Priya Shah,
O00399,L00406,Negotiation,131085,31.0,1,2026-05-08,Rahul Mehta,
O00400,L01933,Won,40407,100.0,41,2026-01-17,Karan Desai,
O00401,L02832,Technical Consultation,292032,28.0,11,2026-07-29,Amit Patel,
O00402,L03711,Negotiation,45129,72.0,27,2026-06-20,Karan Desai,
O00403,L02262,Lost,35720,0.0,45,2026-04-02,Priya Shah,Competitor Chosen
O00404,L01834,Won,19451,100.0,36,2025-12-07,Neha Joshi,
O00405,L00716,Negotiation,23306,32.0,17,2026-07-27,Neha Joshi,
O00406,L04981,Won,23060,100.0,35,2025-11-22,Karan Desai,
O00407,L00956,Closed Won,102022,100.0,4,2026-08-09,Priya Shah,
O00408,L00304,Negotiation,47838,75.0,58,2026-07-12,Amit Patel,
O00409,L00243,Won,181854,100.0,30,2026-08-06,Rahul Mehta,
O00410,L02551,Solution Discussion,222743,76.0,57,2026-07-13,Neha Joshi,
O00411,L01470,Closed Lost,125882,0.0,24,2025-11-26,Amit Patel,Competitor Chosen
O00412,L02091,Proposal Submitted,126590,38.0,24,2025-12-17,Karan Desai,
O00413,L03294,Negotiation,12340,25.0,19,2026-04-16,Rahul Mehta,
O00414,L00300,Closed Won,382100,,52,2025-12-02,Priya Shah,
O00415,L00988,Negotiation,55114,67.0,20,2025-12-08,Priya Shah,
O00416,L01235,Closed Won,27529,100.0,47,2025-12-20,Priya Shah,
O00417,L04808,Discovery Call,19350,50.0,27,2026-01-05,Neha Joshi,
O00418,L02940,Closed Lost,246670,0.0,1,2026-07-22,Amit Patel,No Decision
O00419,L04769,Discovery Call,48615,92.0,23,2026-07-24,Priya Shah,
O00420,L03749,Closed Lost,25543,0.0,11,2026-02-21,Neha Joshi,
O00421,L01464,Closed Won,93323,100.0,35,2026-02-27,Amit Patel,
O00422,L03280,Closed Won,337763,100.0,11,2026-06-02,Rahul Mehta,
O00423,L01868,Proposal Sent,62689,77.0,53,2025-11-30,Priya Shah,
O00424,L00821,Won,135915,100.0,33,2026-01-28,Karan Desai,
O00425,L02744,Technical Consultation,45208,,31,2026-08-30,Neha Joshi,
O00426,L00431,Proposal Sent,141297,33.0,48,2026-05-26,Karan Desai,
O00427,L04195,Won,13502,100.0,54,2026-03-30,Karan Desai,
O00428,L00585,Inbound Lead,38374,15.0,34,2026-04-19,Amit Patel,
O00429,L00065,Technical Consultation,203073,23.0,19,2026-07-28,Neha Joshi,
O00430,L04536,Proposal Submitted,53011,64.0,1,2026-01-31,Priya Shah,
O00431,L03563,Won,347472,100.0,21,2026-04-29,Neha Joshi,
O00432,L03584,Closed Won,13090,100.0,22,2026-03-24,Neha Joshi,
O00433,L03624,Closed Won,28431,100.0,37,2025-11-18,Amit Patel,
O00434,L00433,Lost,137085,0.0,28,2025-12-24,Rahul Mehta,No Decision
O00435,L02200,Discovery Call,18087,74.0,48,2026-09-01,Neha Joshi,
O00436,L01060,Lost,19011,0.0,22,2026-06-29,Karan Desai,
O00437,L02942,Proposal Sent,90461,,33,2026-04-30,Rahul Mehta,
O00438,L03678,Proposal Sent,188430,64.0,58,2026-02-23,Karan Desai,
O00439,L00152,Proposal Sent,227681,29.0,41,2026-02-21,Rahul Mehta,
O00440,L01745,Closed Lost,393034,0.0,33,2026-04-11,Priya Shah,Competitor Chosen
O00441,L02640,Lost,219140,0.0,22,2026-03-26,Amit Patel,Competitor Chosen
O00442,L02284,Negotiation,88270,32.0,22,2026-05-29,Karan Desai,
O00443,L00378,Tech Call,19370,51.0,17,2026-06-11,Amit Patel,
O00444,L03174,Solution Discussion,47282,45.0,24,2026-06-03,Amit Patel,
O00445,L02219,Closed Won,37601,,50,2026-09-02,Priya Shah,
O00446,L04688,Lost,84551,0.0,30,2026-06-18,Rahul Mehta,No Decision
O00447,L04328,Proposal Sent,78600,30.0,8,2026-04-24,Priya Shah,
O00448,L01301,Inbound Lead,145958,38.0,70,2026-02-09,Neha Joshi,
O00449,L01821,Lost,453178,0.0,41,2026-01-06,Rahul Mehta,No Decision
O00450,L02949,Negotiation,110369,42.0,6,2026-09-03,Neha Joshi,
O00451,L04103,Proposal Sent,283994,70.0,26,2025-11-16,Amit Patel,
O00452,L04818,Proposal Submitted,456296,42.0,37,2026-04-12,Amit Patel,
O00453,L04365,Tech Call,71155,69.0,69,2026-04-07,Neha Joshi,
O00454,L04119,Proposal Submitted,298737,78.0,12,2026-02-26,Amit Patel,
O00455,L03976,Discovery Call,36155,43.0,54,2026-05-02,Amit Patel,
O00456,L03264,Solution Discussion,325296,31.0,62,2026-02-26,Rahul Mehta,
O00457,L00645,Closed Lost,97936,0.0,22,2026-06-18,Rahul Mehta,No Decision
O00458,L04406,Negotiation,79740,47.0,29,2026-05-06,Priya Shah,
O00459,L03430,Proposal Shared,390557,38.0,14,2026-05-12,Karan Desai,
O00460,L02315,Discovery Call,168812,20.0,30,2026-06-23,Rahul Mehta,
O00461,L04247,Closed Lost,31197,0.0,34,2025-12-04,Karan Desai,No Decision
O00462,L02314,Inbound Lead,228262,27.0,48,2025-12-29,Karan Desai,
O00463,L00622,Negotiation,10169,75.0,56,2026-04-12,Neha Joshi,
O00464,L01440,Won,337058,100.0,20,2026-07-03,Neha Joshi,
O00465,L00660,Closed Won,468550,100.0,1,2025-12-01,Rahul Mehta,
O00466,L01218,Proposal Sent,24202,59.0,34,2026-04-26,Neha Joshi,
O00467,L01949,Negotiation,23410,67.0,40,2026-06-29,Neha Joshi,
O00468,L02308,Closed Won,45212,100.0,39,2026-05-04,Neha Joshi,
O00469,L03110,Closed Won,40785,100.0,28,2026-08-11,Amit Patel,
O00470,L00287,Discovery Call,63042,60.0,37,2026-09-04,Amit Patel,
O00471,L02869,Technical Consultation,114700,25.0,65,2026-04-30,Neha Joshi,
O00472,L01674,Proposal Submitted,26870,48.0,42,2026-05-14,Neha Joshi,
O00473,L04094,Negotiation,40236,67.0,27,2026-01-31,Priya Shah,
O00474,L00347,Discovery Call,90672,70.0,24,2026-08-27,Karan Desai,
O00475,L03211,Proposal Sent,18397,69.0,31,2026-02-05,Neha Joshi,
O00476,L01198,Closed Lost,79752,,67,2026-07-22,Neha Joshi,Delayed Initiative
O00477,L03800,Inbound Lead,209166,,31,2025-12-27,Neha Joshi,
O00478,L01174,Won,123123,100.0,34,2026-01-11,Amit Patel,
O00479,L01850,Negotiation,53649,58.0,25,2026-06-20,Karan Desai,
O00480,L02737,Solution Discussion,22376,69.0,56,2026-03-08,Karan Desai,
O00481,L01141,Proposal Submitted,58258,32.0,74,2026-05-08,Karan Desai,
O00482,L03206,Won,342686,100.0,44,2026-05-12,Amit Patel,
O00483,L04751,Proposal Submitted,373236,72.0,36,2026-09-01,Karan Desai,
O00484,L01719,Lost,254188,0.0,35,2026-03-11,Priya Shah,Delayed Initiative
O00485,L03126,Negotiation,10297,69.0,1,2025-11-18,Amit Patel,
O00486,L00731,Discovery Call,82784,49.0,49,2026-05-14,Karan Desai,
O00487,L00909,Tech Call,36465,38.0,37,2026-09-03,Neha Joshi,
O00488,L02014,Closed Won,44017,100.0,43,2026-01-17,Neha Joshi,
O00489,L04246,Proposal Sent,11514,30.0,20,2026-07-17,Neha Joshi,
O00490,L04373,Won,250038,100.0,27,2025-12-06,Priya Shah,
O00491,L03885,Tech Call,228168,57.0,26,2026-04-21,Karan Desai,
O00492,L00474,Proposal Sent,147407,25.0,55,2026-06-07,Amit Patel,
O00493,L02625,Solution Discussion,86909,54.0,27,2026-08-26,Rahul Mehta,
O00494,L03845,Proposal Submitted,76953,91.0,76,2026-01-22,Priya Shah,
O00495,L00841,Closed Lost,27572,0.0,43,2026-04-24,Amit Patel,Budget Constraints
O00496,L03543,Proposal Submitted,30465,74.0,9,2026-06-29,Neha Joshi,
O00497,L01325,Won,101383,100.0,32,2026-08-04,Karan Desai,
O00498,L04153,Discovery Call,67998,55.0,21,2026-02-05,Neha Joshi,
O00499,L02296,Won,96514,100.0,1,2026-03-09,Neha Joshi,
O00500,L04076,Closed Won,213852,100.0,66,2026-06-07,Karan Desai,
O00501,L03062,Negotiation,126349,63.0,49,2026-07-15,Karan Desai,
O00502,L02477,Closed Lost,129444,0.0,45,2026-08-27,Amit Patel,No Decision
O00503,L04127,Negotiation,215502,71.0,38,2025-12-03,Priya Shah,
O00504,L04038,Negotiation,208014,39.0,7,2025-12-11,Neha Joshi,
O00505,L00367,Proposal Sent,40849,32.0,25,2026-06-21,Priya Shah,
O00506,L04716,Lost,146191,0.0,51,2026-03-28,Amit Patel,Budget Constraints
O00507,L03528,Negotiation,139632,32.0,13,2026-07-16,Priya Shah,
O00508,L02089,Discovery Call,287558,35.0,1,2026-05-17,Karan Desai,
O00509,L04985,Closed Lost,320901,0.0,30,2026-03-14,Priya Shah,
O00510,L00966,Lost,207248,0.0,32,2026-03-13,Neha Joshi,No Decision
O00511,L02187,Won,372149,100.0,37,2025-12-02,Amit Patel,
O00512,L04813,Proposal Submitted,111511,,49,2026-04-03,Priya Shah,
O00513,L02291,Tech Call,135971,26.0,47,2025-11-13,Rahul Mehta,
O00514,L04215,Negotiation,50968,57.0,40,2025-11-24,Karan Desai,
O00515,L02006,Solution Discussion,131152,30.0,58,2026-03-29,Priya Shah,
O00516,L04199,Lost,142032,0.0,4,2026-02-21,Amit Patel,No Decision
O00517,L02888,Proposal Submitted,72774,63.0,45,2026-08-30,Rahul Mehta,
O00518,L03318,Lost,238866,0.0,47,2026-01-12,Priya Shah,Delayed Initiative
O00519,L00362,Closed Won,456858,100.0,10,2026-03-09,Neha Joshi,
O00520,L01003,Won,28670,100.0,4,2026-05-20,Karan Desai,
O00521,L03561,Lost,21651,0.0,20,2026-08-01,Rahul Mehta,
O00522,L03463,Proposal Shared,341922,68.0,21,2026-03-18,Rahul Mehta,
O00523,L04122,Inbound Lead,24123,25.0,50,2025-12-14,Rahul Mehta,
O00524,L02774,Proposal Submitted,96669,37.0,22,2026-08-22,Neha Joshi,
O00525,L03389,Closed Lost,35754,0.0,17,2026-05-05,Amit Patel,Delayed Initiative
O00526,L03724,Solution Discussion,76888,56.0,22,2026-07-05,Neha Joshi,
O00527,L03601,Negotiation,277581,23.0,57,2026-01-31,Amit Patel,
O00528,L04315,Discovery Call,211113,54.0,35,2026-08-21,Priya Shah,
O00529,L02728,Negotiation,184996,30.0,31,2025-11-22,Priya Shah,
O00530,L01891,Proposal Sent,415728,90.0,32,2026-01-18,Neha Joshi,
O00531,L01124,Discovery Call,40286,25.0,60,2026-04-13,Neha Joshi,
O00532,L02515,Technical Consultation,34489,58.0,20,2026-01-10,Rahul Mehta,
O00533,L03691,Won,195305,100.0,61,2026-08-02,Priya Shah,
O00534,L02754,Won,26908,100.0,39,2026-07-19,Neha Joshi,
O00535,L01765,Proposal Submitted,397853,12.0,31,2025-12-15,Neha Joshi,
O00536,L01714,Closed Won,28866,100.0,85,2026-05-27,Rahul Mehta,
O00537,L00338,Proposal Sent,21952,75.0,13,2026-03-29,Karan Desai,
O00538,L01860,Proposal Submitted,57055,60.0,27,2026-01-16,Amit Patel,
O00539,L03201,Technical Consultation,269735,47.0,10,2025-12-26,Amit Patel,
O00540,L04538,Discovery Call,133301,33.0,54,2026-02-03,Priya Shah,
O00541,L04913,Closed Won,178717,100.0,68,2026-07-06,Karan Desai,
O00542,L01032,Won,147223,100.0,68,2026-03-18,Amit Patel,
O00543,L03098,Proposal Submitted,46744,52.0,59,2026-07-16,Neha Joshi,
O00544,L00177,Proposal Shared,87980,31.0,31,2026-06-18,Karan Desai,
O00545,L02031,Solution Discussion,200990,78.0,27,2026-05-27,Amit Patel,
O00546,L04439,Inbound Lead,420615,73.0,1,2025-11-29,Karan Desai,
O00547,L03253,Proposal Shared,74923,52.0,75,2026-06-29,Neha Joshi,
O00548,L00915,Lost,302203,0.0,44,2026-03-30,Amit Patel,Competitor Chosen
O00549,L03041,Closed Lost,29237,0.0,25,2026-04-27,Amit Patel,
O00550,L03592,Discovery Call,120717,65.0,61,2026-04-04,Amit Patel,
O00551,L02338,Technical Consultation,115614,,15,2026-03-26,Rahul Mehta,
O00552,L01086,Lost,362683,0.0,43,2025-11-11,Amit Patel,Delayed Initiative
O00553,L01551,Discovery Call,131200,61.0,31,2025-11-18,Karan Desai,
O00554,L03220,Proposal Submitted,16799,63.0,47,2026-06-25,Karan Desai,
O00555,L04384,Lost,392690,0.0,33,2026-07-19,Amit Patel,No Decision
O00556,L01636,Proposal Submitted,462521,71.0,5,2026-03-19,Priya Shah,
O00557,L03682,Closed Won,13824,100.0,36,2026-07-14,Neha Joshi,
O00558,L04297,Proposal Sent,228397,,55,2026-01-13,Rahul Mehta,
O00559,L00071,Discovery Call,82758,64.0,34,2026-07-22,Rahul Mehta,
O00560,L01791,Inbound Lead,464828,31.0,50,2025-11-24,Neha Joshi,
O00561,L03704,Won,44605,100.0,14,2025-11-26,Priya Shah,
O00562,L00652,Inbound Lead,141485,45.0,34,2026-02-24,Priya Shah,
O00563,L03829,Solution Discussion,95759,33.0,22,2026-08-24,Priya Shah,
O00564,L00597,Closed Won,46886,,49,2026-01-17,Priya Shah,
O00565,L03550,Solution Discussion,335388,65.0,35,2026-08-23,Karan Desai,
O00566,L02638,Discovery Call,61600,36.0,48,2026-06-02,Karan Desai,
O00567,L04409,Closed Lost,418636,0.0,56,2026-09-02,Amit Patel,Delayed Initiative
O00568,L00175,Negotiation,90409,88.0,48,2026-05-03,Karan Desai,
O00569,L03737,Tech Call,453802,72.0,40,2026-04-24,Rahul Mehta,
O00570,L02334,Closed Won,431171,100.0,15,2026-02-20,Karan Desai,
O00571,L03304,Won,68759,100.0,34,2026-04-27,Karan Desai,
O00572,L00953,Negotiation,108660,40.0,24,2026-08-24,Neha Joshi,
O00573,L01201,Inbound Lead,140485,80.0,28,2026-03-17,Neha Joshi,
O00574,L00323,Negotiation,31639,69.0,27,2025-12-10,Amit Patel,
O00575,L02059,Won,170618,100.0,15,2026-03-13,Neha Joshi,
O00576,L03390,Lost,269177,0.0,1,2026-08-07,Amit Patel,
O00577,L02768,Negotiation,16822,31.0,21,2026-06-04,Karan Desai,
O00578,L02478,Closed Won,99516,100.0,38,2025-11-24,Amit Patel,
O00579,L02676,Negotiation,495128,89.0,8,2026-04-14,Karan Desai,
O00580,L03096,Inbound Lead,79269,51.0,35,2026-07-11,Amit Patel,
O00581,L02602,Lost,67167,0.0,73,2026-06-01,Neha Joshi,Budget Constraints
O00582,L03557,Lost,437222,0.0,55,2025-12-06,Amit Patel,Delayed Initiative
O00583,L04798,Closed Won,53729,100.0,67,2026-01-28,Amit Patel,
O00584,L04880,Discovery Call,351557,84.0,42,2026-05-11,Amit Patel,
O00585,L03158,Closed Won,41298,100.0,58,2026-01-29,Karan Desai,
O00586,L04517,Discovery Call,102037,72.0,20,2026-03-28,Priya Shah,
O00587,L04462,Technical Consultation,426349,46.0,22,2026-04-17,Neha Joshi,
O00588,L01598,Closed Lost,19539,0.0,1,2026-08-26,Neha Joshi,Competitor Chosen
O00589,L00929,Technical Consultation,28213,55.0,58,2025-11-14,Neha Joshi,
O00590,L01711,Lost,95392,0.0,65,2026-06-24,Priya Shah,No Decision
O00591,L01172,Proposal Shared,312124,74.0,23,2026-05-15,Amit Patel,
O00592,L01152,Negotiation,78275,71.0,29,2025-12-27,Neha Joshi,
O00593,L01442,Won,28863,100.0,19,2026-08-16,Karan Desai,
O00594,L04837,Solution Discussion,83719,33.0,42,2025-11-27,Amit Patel,
O00595,L00477,Closed Won,37897,100.0,57,2026-03-28,Rahul Mehta,
O00596,L02328,Closed Won,369562,,1,2025-11-25,Priya Shah,
O00597,L01500,Discovery Call,412563,,43,2026-06-06,Neha Joshi,
O00598,L00794,Won,58129,,29,2026-06-12,Amit Patel,
O00599,L00465,Won,69121,100.0,37,2026-01-28,Rahul Mehta,
O00600,L01892,Lost,296213,0.0,44,2026-02-09,Priya Shah,
O00601,L04865,Won,320258,,31,2025-12-12,Amit Patel,
O00602,L01524,Proposal Submitted,292099,29.0,32,2026-01-25,Rahul Mehta,
O00603,L00252,Won,410226,100.0,30,2026-07-15,Priya Shah,
O00604,L02476,Discovery Call,91960,65.0,54,2026-08-12,Neha Joshi,
O00605,L04874,Negotiation,137281,92.0,43,2026-05-10,Neha Joshi,
O00606,L01761,Won,53551,100.0,39,2026-08-08,Karan Desai,
O00607,L04083,Lost,40317,0.0,9,2026-07-20,Karan Desai,
O00608,L00377,Discovery Call,23683,,27,2026-03-01,Neha Joshi,
O00609,L00758,Inbound Lead,345032,50.0,52,2026-09-03,Karan Desai,
O00610,L01429,Closed Won,49479,100.0,35,2026-07-12,Neha Joshi,
O00611,L01899,Lost,34896,0.0,48,2026-04-04,Neha Joshi,Delayed Initiative
O00612,L01646,Discovery Call,184121,47.0,70,2026-02-27,Neha Joshi,
O00613,L02746,Lost,16000,0.0,55,2026-05-11,Amit Patel,
O00614,L04875,Proposal Shared,100450,,36,2025-12-14,Rahul Mehta,
O00615,L01784,Discovery Call,112859,28.0,24,2025-11-15,Neha Joshi,
O00616,L04050,Won,23290,100.0,1,2026-07-16,Rahul Mehta,
O00617,L03860,Solution Discussion,425562,68.0,31,2026-06-06,Priya Shah,
O00618,L02843,Proposal Sent,20481,75.0,28,2026-05-19,Karan Desai,
O00619,L00057,Negotiation,23915,,42,2026-05-15,Priya Shah,
O00620,L00662,Proposal Shared,116273,63.0,31,2025-12-26,Rahul Mehta,
O00621,L01465,Won,111346,100.0,28,2026-02-12,Neha Joshi,
O00622,L01064,Won,438407,100.0,1,2026-04-20,Amit Patel,
O00623,L04379,Discovery Call,94237,,16,2026-02-25,Amit Patel,
O00624,L01268,Proposal Sent,48299,40.0,44,2026-05-22,Neha Joshi,
O00625,L00198,Lost,231676,0.0,69,2026-09-06,Priya Shah,No Decision
O00626,L00557,Solution Discussion,238641,81.0,33,2026-02-05,Neha Joshi,
O00627,L01920,Lost,355541,0.0,41,2026-06-18,Neha Joshi,No Decision
O00628,L04933,Negotiation,260667,37.0,54,2026-04-11,Karan Desai,
O00629,L04618,Tech Call,38020,66.0,18,2026-03-23,Amit Patel,
O00630,L00119,Closed Won,258336,100.0,42,2025-12-05,Priya Shah,
O00631,L02342,Closed Won,43530,100.0,20,2026-07-11,Rahul Mehta,
O00632,L04807,Closed Won,19950,100.0,52,2026-04-13,Karan Desai,
O00633,L03886,Inbound Lead,402742,61.0,38,2026-08-28,Neha Joshi,
O00634,L02189,Technical Consultation,49392,58.0,40,2026-02-12,Karan Desai,
O00635,L00058,Negotiation,159374,34.0,19,2026-03-02,Amit Patel,
O00636,L02637,Proposal Submitted,211987,32.0,49,2026-05-29,Amit Patel,
O00637,L00405,Tech Call,243971,40.0,76,2026-07-17,Rahul Mehta,
O00638,L03871,Proposal Submitted,339971,58.0,14,2025-11-28,Amit Patel,
O00639,L04615,Proposal Submitted,48861,54.0,28,2026-03-02,Neha Joshi,
O00640,L00642,Proposal Shared,86631,41.0,39,2026-04-08,Amit Patel,
O00641,L00663,Lost,482257,0.0,50,2026-08-01,Karan Desai,No Decision
O00642,L01851,Inbound Lead,226144,11.0,23,2026-03-05,Rahul Mehta,
O00643,L01274,Lost,70047,0.0,1,2026-04-24,Neha Joshi,Budget Constraints
O00644,L01102,Discovery Call,452289,74.0,62,2026-07-01,Amit Patel,
O00645,L01609,Tech Call,22466,46.0,50,2026-05-01,Priya Shah,
O00646,L03371,Proposal Submitted,425152,31.0,1,2026-03-15,Amit Patel,
O00647,L03462,Won,83049,100.0,22,2026-08-20,Amit Patel,
O00648,L02558,Proposal Shared,21295,41.0,66,2026-05-13,Neha Joshi,
O00649,L01963,Proposal Submitted,59395,36.0,63,2026-06-26,Amit Patel,
O00650,L01211,Proposal Shared,90095,49.0,53,2026-05-24,Amit Patel,
O00651,L03545,Closed Won,468033,100.0,31,2026-05-17,Neha Joshi,
O00652,L01838,Inbound Lead,65251,25.0,36,2026-02-21,Karan Desai,
O00653,L00718,Technical Consultation,32242,49.0,32,2026-04-28,Neha Joshi,
O00654,L01955,Negotiation,73298,61.0,57,2026-03-13,Amit Patel,
O00655,L00114,Proposal Shared,292255,57.0,17,2026-07-11,Amit Patel,
O00656,L00158,Solution Discussion,184770,31.0,18,2026-03-31,Neha Joshi,
O00657,L01787,Proposal Submitted,361107,33.0,55,2026-06-07,Priya Shah,
O00658,L02046,Tech Call,156231,27.0,34,2026-01-13,Rahul Mehta,
O00659,L01620,Negotiation,25337,87.0,62,2026-02-02,Neha Joshi,
O00660,L01927,Negotiation,111393,53.0,21,2026-04-30,Priya Shah,
O00661,L03553,Technical Consultation,447076,68.0,33,2026-01-14,Rahul Mehta,
O00662,L03736,Proposal Sent,11947,37.0,16,2026-09-03,Rahul Mehta,
O00663,L01628,Lost,147823,0.0,35,2026-05-10,Priya Shah,Delayed Initiative
O00664,L03315,Won,412661,100.0,5,2025-12-13,Priya Shah,
O00665,L00575,Technical Consultation,35639,46.0,25,2026-05-15,Neha Joshi,
O00666,L02451,Closed Won,34976,,6,2026-04-06,Neha Joshi,
O00667,L00512,Won,419663,100.0,48,2026-08-18,Karan Desai,
O00668,L02326,Discovery Call,34364,72.0,49,2026-01-15,Priya Shah,
O00669,L04088,Discovery Call,116941,15.0,1,2026-09-04,Karan Desai,
O00670,L03392,Closed Won,15215,100.0,61,2026-04-08,Karan Desai,
O00671,L00628,Won,26785,100.0,84,2026-04-26,Neha Joshi,
O00672,L02364,Discovery Call,33319,34.0,35,2026-06-07,Karan Desai,
O00673,L02989,Technical Consultation,123446,51.0,22,2025-11-21,Rahul Mehta,
O00674,L03446,Solution Discussion,106644,53.0,91,2026-07-11,Amit Patel,
O00675,L00715,Negotiation,149490,42.0,8,2026-02-27,Neha Joshi,
O00676,L02618,Tech Call,28714,79.0,35,2026-05-13,Rahul Mehta,
O00677,L00883,Lost,288477,0.0,38,2025-12-28,Karan Desai,Competitor Chosen
O00678,L04138,Discovery Call,38979,37.0,61,2026-04-26,Amit Patel,
O00679,L00912,Negotiation,93457,73.0,42,2026-07-18,Amit Patel,
O00680,L00613,Technical Consultation,139576,53.0,25,2025-12-30,Priya Shah,
O00681,L00096,Lost,326277,0.0,15,2026-06-12,Amit Patel,Budget Constraints
O00682,L03261,Tech Call,69771,28.0,28,2026-06-21,Amit Patel,
O00683,L04329,Closed Lost,216897,0.0,14,2025-11-13,Karan Desai,No Decision
O00684,L01239,Lost,12456,0.0,35,2026-06-04,Rahul Mehta,
O00685,L01511,Negotiation,40088,68.0,23,2025-11-30,Karan Desai,
O00686,L01345,Won,257286,100.0,5,2025-11-12,Amit Patel,
O00687,L04601,Proposal Submitted,484639,62.0,60,2026-05-11,Neha Joshi,
O00688,L00521,Won,48113,100.0,25,2026-05-24,Karan Desai,
O00689,L04018,Proposal Submitted,44965,61.0,9,2026-09-01,Amit Patel,
O00690,L04134,Closed Lost,25945,0.0,31,2026-07-17,Karan Desai,Competitor Chosen
O00691,L02810,Proposal Shared,415866,37.0,36,2026-04-07,Karan Desai,
O00692,L04282,Proposal Submitted,143776,74.0,1,2026-02-05,Neha Joshi,
O00693,L01724,Tech Call,251329,71.0,41,2026-08-11,Rahul Mehta,
O00694,L01206,Discovery Call,309976,49.0,14,2026-04-13,Rahul Mehta,
O00695,L00344,Negotiation,122847,61.0,69,2026-01-27,Amit Patel,
O00696,L00527,Proposal Shared,216903,61.0,45,2026-06-19,Neha Joshi,
O00697,L00318,Technical Consultation,39672,70.0,27,2026-02-04,Rahul Mehta,
O00698,L04867,Closed Won,18044,100.0,20,2026-09-04,Karan Desai,
O00699,L00615,Solution Discussion,54173,63.0,32,2026-04-08,Rahul Mehta,
O00700,L00059,Proposal Shared,44662,65.0,47,2025-11-20,Karan Desai,
O00701,L03939,Closed Won,69794,100.0,34,2026-01-30,Neha Joshi,
